system,firmware,fpga-version,value,1v0,tableName,SYSTEM_FIRMWARE,method,GET,1,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,processor-version,value,1v1,tableName,SYSTEM_FIRMWARE,method,GET,2,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,processor-field-upgrade,value,Dsp-image-name,tableName,SYSTEM_FIRMWARE,method,POST,3,access,admin,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,fpga-field-upgrade,value,Fpga-image-name,tableName,SYSTEM_FIRMWARE,method,POST,4,access,admin,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,fpga-upgrade-status,value,0,tableName,SYSTEM_FIRMWARE,method,GET,5,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,processor-upgrade-status,value,0,tableName,SYSTEM_FIRMWARE,method,GET,6,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,switch,value,1,tableName,SYSTEM_FIRMWARE,method,POST,7,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,serial-no,value,AAA1BBB2CCC3DDD4,tableName,SYSTEM_FIRMWARE,method,GET,8,POST,9,access,admin,socketFilter,0,filter,TYPE,NONE,TYPE,Digits16,AlphaNum,END,,,,,,,,,,,,,,
,network,ip-settings,value,SYSTEM_NETWORK_IP-SETTINGS,tableName,SYSTEM_NETWORK_IP-SETTINGS,method,GET,10,POST,11,access,user,socketFilter,0,array,ip-addr,subnet-mask,gateway,END,getArray,12,14,16,END,postArray,13,15,17,END,,,,,,
,,,ip-addr,value,192.168.0.1,tableName,SYSTEM_NETWORK_IP-SETTINGS,method,GET,12,POST,13,access,user,socketFilter,0,filter,TYPE,NONE,TYPE,IPAddress,END,,,,,,,,,,,,,,
,,,subnet-mask,value,255.255.255.0,tableName,SYSTEM_NETWORK_IP-SETTINGS,method,GET,14,POST,15,access,user,socketFilter,0,filter,TYPE,NONE,TYPE,IPAddress,END,,,,,,,,,,,,,,
,,,gateway,value,0.0.0.0,tableName,SYSTEM_NETWORK_IP-SETTINGS,method,GET,16,POST,17,access,user,socketFilter,0,filter,TYPE,NONE,TYPE,IPAddress,END,,,,,,,,,,,,,,
,,tos,value,7,tableName,SYSTEM_NETWORK,method,GET,18,POST,19,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,7,,,,,,,,,,,,,
,,mtu-size,value,1500,tableName,SYSTEM_NETWORK,method,GET,20,POST,21,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,64,MAX,1500,,,,,,,,,,,,,
,,mode,value,1,tableName,SYSTEM_NETWORK,method,GET,22,POST,23,access,user,socketFilter,0,filter,LIST,NONE,LIST,1,2,3,4,END,,,,,,,,,,,,
,,notify-ip-addr,value,192.168.0.77,tableName,SYSTEM_NETWORK,method,GET,0,POST,0,access,user,socketFilter,1,filter,TYPE,NONE,TYPE,IPAddress,END,action,NOTIFY_IP,,,,,,,,,,,,,
,,notify-port,value,9999,tableName,SYSTEM_NETWORK,method,GET,0,POST,0,access,user,socketFilter,1,filter,NONE,action,NOTIFY_PORT,,,,,,,,,,,,,,,,,
,,image-server-ip-addr,value,192.168.0.99,tableName,SYSTEM_NETWORK,method,GET,24,POST,25,access,user,socketFilter,0,filter,TYPE,NONE,TYPE,IPAddress,END,,,,,,,,,,,,,,,
,,eth-interfaces,value,1,tableName,SYSTEM_NETWORK,method,GET,26,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,diagnostics,hw-status,value,1,tableName,SYSTEM_DIAGNOSTICS,method,GET,28,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,temperature,value,25,tableName,SYSTEM_DIAGNOSTICS,method,GET,29,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,device-log,value,SUCCESS,tableName,SYSTEM_DIAGNOSTICS,method,GET,30,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,device-log-level,value,7,tableName,SYSTEM_DIAGNOSTICS,method,GET,31,POST,32,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,7,,,,,,,,,,,,,
,,device-log-facility,value,1,tableName,SYSTEM_DIAGNOSTICS,method,GET,33,POST,34,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,3,,,,,,,,,,,,,
,,dev-log-ip-addr,value,192.168.0.88,tableName,SYSTEM_DIAGNOSTICS,method,GET,35,POST,36,access,user,socketFilter,0,filter,TYPE,NONE,TYPE,IPAddress,END,,,,,,,,,,,,,,,
,splash-scrn,enable,value,0,tableName,SYSTEM_SPLASH-SCRN,method,GET,37,POST,38,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,
,,upload,value,image.jpg,tableName,SYSTEM_SPLASH-SCRN,method,POST,39,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,get-name,value,image.jpg,tableName,SYSTEM_SPLASH-SCRN,method,GET,40,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,reset,soft-reset,value,1,tableName,SYSTEM_RESET,method,POST,41,access,user,socketFilter,0,filter,LIST,NONE,LIST,1,END,,,,,,,,,,,,,,,,,
,,configuration-reset,value,1,tableName,SYSTEM_RESET,method,POST,42,access,user,socketFilter,0,filter,LIST,NONE,LIST,1,END,,,,,,,,,,,,,,,,,
,,factory-reset,value,1,tableName,SYSTEM_RESET,method,POST,43,access,user,socketFilter,0,filter,LIST,NONE,LIST,1,END,,,,,,,,,,,,,,,,,
,reboot,value,1,tableName,SYSTEM,method,POST,44,access,user,socketFilter,0,filter,LIST,NONE,LIST,1,END,,,,,,,,,,,,,,,,,,
,authentication,admin,value,admin,tableName,SYSTEM_AUTHENTICATION,method,GET,0,POST,0,access,admin,socketFilter,1,filter,NONE,action,ADMIN_NAME,,,,,,,,,,,,,,,,,
,,admin-pwd,value,Admin1234,tableName,SYSTEM_AUTHENTICATION,method,POST,0,access,admin,socketFilter,1,filter,NONE,action,ADMIN_PWD,,,,,,,,,,,,,,,,,,,
,,user,value,user,tableName,SYSTEM_AUTHENTICATION,method,GET,0,POST,0,access,user,socketFilter,1,filter,NONE,action,USER_NAME,,,,,,,,,,,,,,,,,
,,user-pwd,value,User1234,tableName,SYSTEM_AUTHENTICATION,method,POST,0,access,user,socketFilter,1,filter,NONE,action,USER_PWD,,,,,,,,,,,,,,,,,,,
,identification,id,value,DECODER001,tableName,SYSTEM_IDENTIFICATION,method,GET,45,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,video-mode,enable-3d,value,0,tableName,SYSTEM_VIDEO-MODE,method,GET,46,POST,47,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,
,config-file,upload,value,config.csv,tableName,SYSTEM_CONFIG-FILE,method,POST,48,access,admin,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,download,value,SUCCESS,tableName,SYSTEM_CONFIG-FILE,method,POST,49,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,delete,value,config.csv,tableName,SYSTEM_CONFIG-FILE,method,POST,50,access,admin,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,update,value,1,tableName,SYSTEM_CONFIG-FILE,method,POST,51,access,admin,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,misc,board-type,value,11,tableName,SYSTEM_MISC,method,GET,52,access,user,socketFilter,0,filter,LIST,NONE,LIST,0,1,10,11,END,,,,,,,,,,,,,,
,,led-on-time,value,50,tableName,SYSTEM_MISC,method,GET,53,POST,54,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,
,,led-off-time,value,50,tableName,SYSTEM_MISC,method,GET,55,POST,56,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,
,,http-mode,value,1,tableName,SYSTEM_MISC,method,GET,0,POST,0,access,user,socketFilter,1,filter,MIN,MAX,NONE,MIN,0,MAX,1,action,HTTP_SWITCH,verificationAction,1,,,,,,,,,
,,enable-encryption,value,0,tableName,SYSTEM_MISC,method,GET,0,POST,0,access,user,socketFilter,1,filter,MIN,MAX,NONE,MIN,0,MAX,1,action,ENCRYPT_DECRYPT,verificationAction,1,,,,,,,,,
,mdns,add-key,value,SYSTEM_MDNS,tableName,SYSTEM_MDNS_ADD-KEY,method,POST,0,access,user,socketFilter,1,array,key,data-value,END,action,ADD_RECORD,,,,,,,,,,,,,,,,,
,,,key,value,id,tableName,SYSTEM_MDNS_ADD-KEY,method,POST,0,access,user,socketFilter,1,filter,NONE,action,ADD_RECORD,,,,,,,,,,,,,,,,,,
,,,data-value,value,DECODER002,tableName,SYSTEM_MDNS_ADD-KEY,method,POST,0,access,user,socketFilter,1,filter,NONE,action,ADD_RECORD,,,,,,,,,,,,,,,,,,
,,delete-key,value,id,tableName,SYSTEM_MDNS,method,POST,0,access,user,socketFilter,1,filter,NONE,action,DELETE_RECORD,,,,,,,,,,,,,,,,,,,
,,read-keys,value,id,tableName,SYSTEM_MDNS,method,GET,0,access,user,socketFilter,1,filter,NONE,action,READ_RECORD,,,,,,,,,,,,,,,,,,,
,,edit-key,value,SYSTEM_MDNS,tableName,SYSTEM_MDNS_EDIT-KEY,method,POST,0,access,user,socketFilter,1,array,key,data-value,END,action,EDIT_RECORD,,,,,,,,,,,,,,,,,
,,,key,value,id,tableName,SYSTEM_MDNS_EDIT-KEY,method,POST,0,access,user,socketFilter,1,filter,NONE,action,EDIT_RECORD,,,,,,,,,,,,,,,,,,
,,,data-value,value,DECODER001,tableName,SYSTEM_MDNS_EDIT-KEY,method,POST,0,access,user,socketFilter,1,filter,NONE,action,EDIT_RECORD,,,,,,,,,,,,,,,,,,
video,input,streams,value,2,tableName,VIDEO_INPUT,method,GET,101,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,resolution,value,1080p,tableName,VIDEO_INPUT,method,GET,102,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,frame-rate,value,30,tableName,VIDEO_INPUT,method,GET,103,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,valid-input,value,1,tableName,VIDEO_INPUT,method,GET,104,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,cable-presence,value,0,tableName,VIDEO_INPUT,method,GET,105,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,buffer-type,value,1,tableName,VIDEO_INPUT,method,GET,106,POST,107,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,
,,buffer-delay,value,500,tableName,VIDEO_INPUT,method,GET,108,POST,109,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,500,,,,,,,,,,,,,
,,hqll-mult-ip-addr,value,VIDEO_INPUT,tableName,VIDEO_INPUT_HQLL-MULTI-IP-ADDR,method,GET,110,POST,111,access,user,socketFilter,0,array,ip-addr,port,END ,getArray,112,114,END,postArray,113,115,END,,,,,,,,,
,,,ip-addr,value,232.0.5.1,tableName,VIDEO_INPUT_HQLL-MULTI-IP-ADDR,method,GET,112,POST,113,access,user,socketFilter,0,filter,TYPE,NONE,TYPE,IPAddress,END,,,,,,,,,,,,,,
,,,port,value,12100,tableName,VIDEO_INPUT_HQLL-MULTI-IP-ADDR,method,GET,114,POST,115,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,
,,es-mult-ip-addr,value,VIDEO_INPUT,tableName,VIDEO_INPUT_ES-MULTI-IP-ADDR,method,GET,116,POST,117,access,user,socketFilter,0,array,ip-addr,port,END ,getArray,118,120,END,postArray,119,121,END,,,,,,,,,
,,,ip-addr,value,232.0.5.1,tableName,VIDEO_INPUT_ES-MULTI-IP-ADDR,method,GET,118,POST,119,access,user,socketFilter,0,filter,TYPE,NONE,TYPE,IPAddress,END,,,,,,,,,,,,,,
,,,port,value,12200,tableName,VIDEO_INPUT_ES-MULTI-IP-ADDR,method,GET,120,POST,121,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,
,,mute,value,0,tableName,VIDEO_INPUT,method,GET,122,POST,123,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,
,output,videos,value,1,tableName,VIDEO_OUTPUT,method,GET,124,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,resolution,value,720p,tableName,VIDEO_OUTPUT,method,GET,125,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,frame-rate,value,30,tableName,VIDEO_OUTPUT,method,GET,126,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,edid,value,77AABBCCDDEEFF,tableName,VIDEO_OUTPUT,method,GET,127,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
comp-layout,feature-enable,value,1,tableName,COMP-LAYOUT,method,GET,151,POST,152,access,admin,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,
,available-layout,value,1,tableName,COMP-LAYOUT,method,GET,153,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,1,MAX,2,,,,,,,,,,,,,,,,
,enable-pip,value,0,tableName,COMP-LAYOUT,method,GET,154,POST,155,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,
,pip-loc,value,COMP-LAYOUT_PIP-LOC,tableName,COMP-LAYOUT_PIP-LOC,method,GET,156,POST,157,access,user,array,x-location,y-location,END,getArray,158,160,END,postArray,159,161,END,,,,,,,,,,,,
,,x-location,value,100,tableName,COMP-LAYOUT_PIP-LOC,method,GET,158,POST,159,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,
,,y-location,value,100,tableName,COMP-LAYOUT_PIP-LOC,method,GET,160,POST,161,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,
,enable-pap,value,0,tableName,COMP-LAYOUT,method,GET,162,POST,163,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,
,swap-pap,value,0,tableName,COMP-LAYOUT,method,POST,164,access,user,socketFilter,0,filter,LIST,NONE,LIST,1,END,MIN,0,MAX,1,,,,,,,,,,,,,,
overlay,feature-enable,value,1,tableName,OVERLAY,method,GET,201,POST,202,access,admin,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,
,max-images,value,5,tableName,OVERLAY,method,GET,203,POST,204,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,1,MAX,5,,,,,,,,,,,,,,
,enable,value,1,tableName,OVERLAY,method,GET,205,POST,206,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,,,
,upload-image,value,OVERLAY_UPLOAD-IMAGE,tableName,OVERLAY_UPLOAD-IMAGE,method,POST,207,access,user,socketFilter,0,array,file_name,id,height,width,END,postArray,208,209,210,211,END,,,,,,,,,,,,
,,file-name,value,overlay.jpg,tableName,OVERLAY_UPLOAD-IMAGE,method,POST,208,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,id,value,overlay001,tableName,OVERLAY_UPLOAD-IMAGE,method,POST,209,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,7,,,,,,,,,,,,,,,
,,height,value,100,tableName,OVERLAY_UPLOAD-IMAGE,method,POST,210,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,1,MAX,1079,,,,,,,,,,,,,,,
,,width,value,100,tableName,OVERLAY_UPLOAD-IMAGE,method,POST,211,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,1,MAX,1919,,,,,,,,,,,,,,,
,upload-mute-image,value,OVERLAY_UPLOAD-MUTE-IMAGE,tableName,OVERLAY_UPLOAD-MUTE-IMAGE,method,POST,212,access,user,socketFilter,0,array,file_name,height,width,END,postArray,213,214,215,END,,,,,,,,,,,,,,
,,file-name,value,mute.jpg,tableName,OVERLAY_UPLOAD-MUTE-IMAGE,method,POST,213,access,user,socketFilter,0,filter,NONE,,,,,,,,,,,,,,,,,,,,,
,,height,value,100,tableName,OVERLAY_UPLOAD-MUTE-IMAGE,method,POST,214,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,1,MAX,1079,,,,,,,,,,,,,,,
,,width,value,100,tableName,OVERLAY_UPLOAD-MUTE-IMAGE,method,POST,215,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,1,MAX,1919,,,,,,,,,,,,,,,
,del-image,value,OVERLAY_DEL-IMAGE,tableName,OVERLAY_DEL-IMAGE,method,POST,216,access,user,socketFilter,0,array,id,END,postArray,217,END,,,,,,,,,,,,,,,,,,
,,id,value,0,tableName,OVERLAY_DEL-IMAGE,method,POST,217,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,7,,,,,,,,,,,,,,,
,0,image-params,value,OVERLAY_0,tableName,OVERLAY_0,method,GET,218,POST,219,access,user,socketFilter,0,array,x-location,y-location,enable,END,getArray,222,224,226,228,230,END,postArray,223,225,227,END,,,,
,,,x-location,value,100,tableName,OVERLAY_0,method,GET,222,POST,223,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1919,,,,,,,,,,,,
,,,y-location,value,100,tableName,OVERLAY_0,method,GET,224,POST,225,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1079,,,,,,,,,,,,
,,,enable,value,0,tableName,OVERLAY_0,method,GET,226,POST,227,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1,,,,,,,,,,,,
,,,height,value,200,tableName,OVERLAY_0,method,GET,228,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1079,,,,,,,,,,,,,,
,,,width,value,200,tableName,OVERLAY_0,method,GET,230,access,user,socketFilter,0,filter,MIN,MAX,NONE,MIN,0,MAX,1919,,,,,,,,,,,,,,
